rank,organizationName,state,studentPopulation,campusSetting,medianBaseSalary,longitude,latitude,website,phoneNumber,city,country,state,region,yearFounded,stateCode,collegeType,carnegieClassification,studentFacultyRatio,totalStudentPop,undergradPop,totalGrantAid,percentOfStudentsFinAid,percentOfStudentsGrant
120,Florida International University,FL,73970,Suburban,101500,-80.23745,25.749064,http://www.fiu.edu,305-348-2000,Miami,United States,Florida,South,1967,FL,Public,Doctoral Universities: Very High Research Activity,25,73970,61869,31706720,94,93
121,"University of Texas, Dallas",TX,32043,Urban,111600,-96.748549,32.978288,http://www.utdallas.edu,972-883-2270,Richardson,United States,Texas,South,1969,TX,Public,Doctoral Universities: Very High Research Activity,25,32043,22409,48317132,82,75
122,Skidmore College,NY,2818,Suburban,115400,-73.779826,43.095269,http://www.skidmore.edu,518-580-5000,Saratoga Springs,United States,New York,Northeast,1903,NY,Private not-for-profit,Baccalaureate Colleges: Arts & Sciences Focus,8,2818,2817,18346395,64,53
123,Colorado School of Mines,CO,7092,Suburban,151200,-105.222281,39.75118,http://www.mines.edu,(303) 273-3000,Golden,United States,Colorado,West,1874,CO,Public,Doctoral Universities: High Research Activity,17,7092,5411,12324552,90,83
124,"CUNY, The City College of New York",NY,18546,Urban,107100,-73.950429,40.818917,http://www.ccny.cuny.edu,212-650-7000,New York,United States,New York,Northeast,1847,NY,Public,Doctoral Universities: High Research Activity,15,18546,15220,19043796,96,95
125,"Arizona State University, Tempe",AZ,82880,Urban,111300,-111.937419,33.42551,http://www.asu.edu,(602) 496-4357,Tempe,United States,Arizona,West,1885,AZ,Public,Doctoral Universities: Very High Research Activity,18,82880,69024,157558319,94,90
126,Occidental College,CA,2104,Urban,130800,-118.214263,34.126222,http://www.oxy.edu,323-259-2700,Los Angeles,United States,California,West,1887,CA,Private not-for-profit,Baccalaureate Colleges: Arts & Sciences Focus,8,2104,2103,14660659,77,73
128,"CUNY, Hunter College",NY,28072,Urban,103000,-73.965259,40.768926,http://www.hunter.cuny.edu/main,212.772.4000,New York,United States,New York,Northeast,1870,NY,Public,Masters Colleges & Universities: Larger Programs,15,28072,20665,22049234,94,93
129,Scripps College,CA,1137,Suburban,107600,-117.711478,34.103735,http://www.scrippscollege.edu,(909) 621-8000,Claremont,United States,California,West,1926,CA,Private not-for-profit,Baccalaureate Colleges: Arts & Sciences Focus,9,1137,1097,5151465,55,49
130,Yeshiva University,NY,6174,Urban,143500,-73.929369,40.85058,http://www.yu.edu,(212) 960-5400,New York,United States,New York,Northeast,1886,NY,Private not-for-profit,Doctoral Universities: High Research Activity,7,6174,3234,13662852,87,86
131,University of Arizona,AZ,49966,Urban,112800,-110.969754,32.221553,http://www.arizona.edu,(520) 621-2211.,Tucson,United States,Arizona,West,1885,AZ,Public,Doctoral Universities: Very High Research Activity,15,49966,38556,81922534,95,93
132,University of Delaware,DE,26527,Suburban,117900,-75.753559,39.677597,http://www.udel.edu,(302) 831-2792,Newark,United States,Delaware,Northeast,1743,DE,Public,Doctoral Universities: Very High Research Activity,15,26527,21869,45896491,89,85
133,American University,DC,16032,Urban,121800,-77.086683,38.938475,http://www.american.edu,202-885-5950,Washington,United States,District of Columbia,Northeast,1893,DC,Private not-for-profit,Doctoral Universities: High Research Activity,11,16032,9206,29292043,74,57
134,College of the Holy Cross,MA,3098,Urban,130900,-71.812679,42.239597,http://www.holycross.edu,(508) 793-2011,Worcester,United States,Massachusetts,Northeast,1843,MA,Private not-for-profit,Baccalaureate Colleges: Arts & Sciences Focus,10,3098,3098,20812167,73,64
135,"University of Maryland, Baltimore County",MD,15403,Suburban,117600,-76.551689,39.3401,http://www.umbc.edu,410-455-1000,Baltimore,United States,Maryland,Northeast,1966,MD,Public,Doctoral Universities: High Research Activity,17,15403,12359,11965988,83,69
136,Auburn University,AL,32840,Urban,114700,-85.481735,32.607465,http://www.auburn.edu,(334) 844-4000,Auburn,United States,Alabama,South,1856,AL,Public,Doctoral Universities: Very High Research Activity,20,32840,26235,29534482,74,67
137,University of Iowa,IA,34495,Urban,114500,-91.536515,41.662517,http://www.uiowa.edu,(319) 335-3500,Iowa City,United States,Iowa,Midwest,1847,IA,Public,Doctoral Universities: Very High Research Activity,16,34495,25755,37489127,87,72
138,Franklin and Marshall College,PA,2482,Urban,140800,-76.310739,40.01461,http://fandm.edu,877-678-9111,Lancaster,United States,Pennsylvania,Northeast,1787,PA,Private not-for-profit,Baccalaureate Colleges: Arts & Sciences Focus,9,2482,2482,16272058,59,54
139,James Madison University,VA,24039,Urban,115600,-78.869047,38.451534,http://www.jmu.edu,540-568-6211,Harrisonburg,United States,Virginia,South,1908,VA,Public,Masters Colleges & Universities: Larger Programs,17,24039,21818,13089069,60,31
140,George Mason University,VA,49755,Suburban,120000,-77.310869,38.835035,http://www.gmu.edu,(703) 993-1000,Fairfax,United States,Virginia,South,1949,VA,Public,Doctoral Universities: Very High Research Activity,17,49755,35884,22926441,75,62
141,San Francisco State University,CA,32541,Urban,109100,-122.477234,37.720808,http://www.sfsu.edu,(415) 338-1111,San Francisco,United States,California,West,1899,CA,Public,Masters Colleges & Universities: Larger Programs,22,32541,28789,24046080,78,72
142,"California State Polytechnic University, Pomona",CA,29687,Suburban,123800,-117.816806,34.050329,http://www.csupomona.edu,909.869.3210,Pomona,United States,California,West,1938,CA,Public,Masters Colleges & Universities: Larger Programs,29,29687,27785,20019129,78,71
143,Texas Christian University,TX,11506,Urban,112700,-97.329249,32.74863,http://www.tcu.edu,817.257.7000,Fort Worth,United States,Texas,South,1873,TX,Private not-for-profit,Doctoral Universities: High Research Activity,13,11506,9752,44462458,82,74
144,"University of Missouri, Columbia",MO,32916,Urban,112100,-92.329211,38.944388,http://www.missouri.edu,(573) 882-2121,Columbia,United States,Missouri,Midwest,1839,MO,Public,Doctoral Universities: Very High Research Activity,18,32916,24146,52159648,93,88
145,University of Denver,CO,15412,Urban,120200,-104.959389,39.676705,http://www.du.edu,(303) 871-2000,Denver,United States,Colorado,West,1864,CO,Private not-for-profit,Doctoral Universities: High Research Activity,11,15412,6190,37315415,90,89
146,Smith College,MA,3277,Suburban,117000,-72.640426,42.31979,http://www.smith.edu,(413) 584-2700,Northampton,United States,Massachusetts,Northeast,1871,MA,Private not-for-profit,Baccalaureate Colleges: Arts & Sciences Focus,22,3277,2672,20203826,78,67
147,"California State University, Los Angeles",CA,28607,Urban,103300,-118.1766294,34.0795169,http://www.calstatela.edu,(323) 343-3000,Los Angeles,United States,California,West,1889,CA,Public,Masters Colleges & Universities: Larger Programs,25,28607,24240,34217346,95,94
149,Carleton College,MN,2150,Rural,133900,-93.155545,44.459801,http://www.carleton.edu,507-222-4000,Northfield,United States,Minnesota,Midwest,1866,MN,Private not-for-profit,Baccalaureate Colleges: Arts & Sciences Focus,8,2150,2150,13463847,74,59
150,University of Oregon,OR,24381,Urban,107500,-123.088544,44.04992,http://www.uoregon.edu,(541) 346-1000,Eugene,United States,Oregon,West,1876,OR,Public,Doctoral Universities: Very High Research Activity,18,24381,20402,27686043,89,63
151,"Rutgers University, Newark",NJ,15633,Urban,115500,-74.172669,40.740476,http://www.newark.rutgers.edu,(973) 353-5205,Newark,United States,New Jersey,Northeast,1908,NJ,Public,Doctoral Universities: High Research Activity,15,15633,10793,15372130,85,77
152,Texas Tech University,TX,41909,Urban,114800,-101.855869,33.59233,http://www.texastech.edu,806.742.2011,Lubbock,United States,Texas,South,1923,TX,Public,Doctoral Universities: Very High Research Activity,19,41909,34272,37108725,86,80
153,University of Washington Bothell,WA,7137,Suburban,117000,-122.19058,47.759,http://https://www.uwb.edu,(425) 352-5000,Bothell,United States,Washington,West,1990,WA,Public,Masters Colleges & Universities: Larger Programs,21,7137,6464,5859247,63,51
154,Fordham University,NY,19139,Urban,128500,-73.923249,40.825745,http://www.fordham.edu,(718) 817-1000,Bronx,United States,New York,Northeast,1841,NY,Private not-for-profit,Doctoral Universities: High Research Activity,13,19139,10576,64695360,92,91
155,Cooper Union,NY,985,Urban,149400,-73.991253,40.728186,http://cooper.edu,(212) 353-4100,New York,United States,New York,Northeast,1859,NY,Private not-for-profit,Baccalaureate Colleges: Diverse Fields,8,985,881,7496561,100,100
156,Iowa State University,IA,35319,Urban,111600,-93.620199,42.025345,http://www.iastate.edu,515-294-4111,Ames,United States,Iowa,Midwest,1858,IA,Public,Doctoral Universities: Very High Research Activity,18,35319,29246,38950588,93,86
157,University of the Pacific (CA),CA,6840,Urban,119300,-121.290719,37.95362,http://www.pacific.edu,209.946.2285,Stockton,United States,California,West,1851,CA,Private not-for-profit,Doctoral/Professional Universities,14,6840,3846,25366314,96,96
158,Oregon State University,OR,37586,Urban,113600,-123.281982,44.564499,http://oregonstate.edu,541-737-1000,Corvallis,United States,Oregon,West,1868,OR,Public,Doctoral Universities: Very High Research Activity,18,37586,30839,18537198,92,80
159,Marquette University,WI,12601,Urban,122600,-87.906844,43.04181,http://www.marquette.edu,414-288-7302,Milwaukee,United States,Wisconsin,Midwest,1881,WI,Private not-for-profit,Doctoral Universities: High Research Activity,13,12601,8855,50489177,100,100
160,Rhodes College,TN,2156,Urban,121400,-89.992319,35.152147,http://www.rhodes.edu,(901) 843-3700,Memphis,United States,Tennessee,South,1848,TN,Private not-for-profit,Baccalaureate Colleges: Arts & Sciences Focus,9,2156,2099,16975381,96,95
161,University of South Carolina,SC,38526,Urban,98400,-81.045249,33.99855,http://www.sc.edu,803-777-7000,Columbia,United States,South Carolina,South,1801,SC,Public,Doctoral Universities: Very High Research Activity,18,38526,29221,39099419,94,92
162,Trinity University (TX),TX,2843,Urban,120000,-98.481143,29.463276,http://web.trinity.edu,(210) 999-7011,San Antonio,United States,Texas,South,1869,TX,Private not-for-profit,Masters Colleges & Universities: Small Programs,9,2843,2624,18864897,99,99
163,University of Vermont,VT,15903,Urban,109700,-73.200614,44.474524,http://www.uvm.edu,(802) 656-3131,Burlington,United States,Vermont,Northeast,1791,VT,Public,Doctoral Universities: High Research Activity,16,15903,13499,46200374,96,95
164,Baylor University,TX,19632,Urban,116500,-97.278939,31.48673,http://www.baylor.edu,(254) 710-1011,Waco,United States,Texas,South,1845,TX,Private not-for-profit,Doctoral Universities: High Research Activity,15,19632,14614,77376398,95,93
165,University of Kansas,KS,30983,Urban,109100,-95.260466,38.956145,http://www.ku.edu,785-864-2700,Lawrence,United States,Kansas,Midwest,1865,KS,Public,Doctoral Universities: Very High Research Activity,17,30983,21552,32208701,85,76
166,"California State University, Northridge",CA,42736,Urban,108200,-118.52864,34.235511,http://www.csun.edu,(818) 677-1200,Northridge,United States,California,West,1958,CA,Public,Masters Colleges & Universities: Larger Programs,28,42736,36736,42996701,87,83
167,Furman University,SC,2919,Suburban,111700,-82.433165,34.925074,http://www2.furman.edu/Pages/default.aspx,(864) 294-2000,Greenville,United States,South Carolina,South,1826,SC,Private not-for-profit,Baccalaureate Colleges: Arts & Sciences Focus,9,2919,2743,17945322,94,93
168,Drexel University,PA,27720,Urban,124200,-75.186582,39.953701,http://www.drexel.edu,215-895-2000,Philadelphia,United States,Pennsylvania,Northeast,1891,PA,Private not-for-profit,Doctoral Universities: Very High Research Activity,11,27720,17108,96187904,100,100
169,Bentley University,MA,5579,Urban,134400,-71.222413,42.390739,http://www.bentley.edu,781-891-2000,Waltham,United States,Massachusetts,Northeast,1917,MA,Private not-for-profit,Masters Colleges & Universities: Larger Programs,11,5579,4366,21189139,85,78
170,"California State University, Fresno",CA,26592,Urban,108300,-119.745229,36.810521,http://www.fresnostate.edu,559.278.4240,Fresno,United States,California,West,1911,CA,Public,Doctoral/Professional Universities,23,26592,23528,29634510,88,84
171,Illinois Institute of Technology,IL,7261,Urban,134400,-87.626894,41.834684,http://www.iit.edu,312-567-3000,Chicago,United States,Illinois,Midwest,1890,IL,Private not-for-profit,Doctoral Universities: High Research Activity,10,7261,3402,21734418,100,100
172,"CUNY, Queens College",NY,24126,Urban,105100,-73.814758,40.736153,http://www.qc.cuny.edu/Pages/home.aspx,(718) 997-5000,Queens,United States,New York,Northeast,1937,NY,Public,Masters Colleges & Universities: Larger Programs,17,24126,20521,17745820,91,90
173,Ohio State University,OH,66017,Urban,109200,-83.002984,39.96196,http://www.osu.edu,(614) 292-6446,Columbus,United States,Ohio,Midwest,1870,OH,Public,Doctoral Universities: Very High Research Activity,19,66017,49971,66366116,84,77
174,Union College (NY),NY,2220,Urban,140400,-73.941026,42.81226,http://www.union.edu,518-388-6000,Schenectady,United States,New York,Northeast,1795,NY,Private not-for-profit,Baccalaureate Colleges: Arts & Sciences Focus,9,2220,2220,15687185,89,88
175,University of Tulsa,OK,4546,Urban,118100,-95.946129,36.149583,http://www.utulsa.edu,918-631-2000,Tulsa,United States,Oklahoma,South,1894,OK,Private not-for-profit,Doctoral Universities: High Research Activity,10,4546,3374,27921673,99,99
176,Kenyon College,OH,1832,Rural,126500,-82.397924,40.375937,http://www.kenyon.edu/index.xml,(740) 427-5000,Gambier,United States,Ohio,Midwest,1824,OH,Private not-for-profit,Baccalaureate Colleges: Arts & Sciences Focus,9,1832,1832,11656060,74,71
177,Rensselaer Polytechnic Institute,NY,8256,Urban,148200,-73.68396,42.731366,http://www.rpi.edu,518-276-6000,Troy,United States,New York,Northeast,1824,NY,Private not-for-profit,Doctoral Universities: Very High Research Activity,17,8256,6888,48771095,88,88
178,Rose-Hulman Institute of Technology,IN,2067,Urban,151800,-87.413229,39.466495,http://www.rose-hulman.edu,812-877-1511,Terre Haute,United States,Indiana,Midwest,1874,IN,Private not-for-profit,Special Focus Four-Year: Engineering Schools,10,2067,2022,13221482,99,98
179,Pepperdine University,CA,10579,Suburban,115000,-118.689574,34.036175,http://www.pepperdine.edu,(310) 506-4000,Malibu,United States,California,West,1937,CA,Private not-for-profit,Doctoral/Professional Universities,13,10579,3861,19903186,96,96
181,Denison University,OH,2432,Suburban,125300,-82.520247,40.069229,http://denison.edu,1.800.336.4766,Granville,United States,Ohio,Midwest,1831,OH,Private not-for-profit,Baccalaureate Colleges: Arts & Sciences Focus,9,2432,2432,18385899,99,99
182,Dickinson College,PA,2226,Urban,113000,-77.189169,40.20119,http://www.dickinson.edu,800-644-1773,Carlisle,United States,Pennsylvania,Northeast,1773,PA,Private not-for-profit,Baccalaureate Colleges: Arts & Sciences Focus,8,2226,2217,13409893,83,81
183,Kalamazoo College,MI,1510,Urban,112800,-85.601299,42.290416,http://www.kzoo.edu,800-253-3602,Kalamazoo,United States,Michigan,Midwest,1833,MI,Private not-for-profit,Baccalaureate Colleges: Arts & Sciences Focus,13,1510,1510,14195248,100,99
184,University of Nevada-Reno,NV,23692,Urban,106900,-119.821126,39.54789,http://www.unr.edu,(775) 784-1110,Reno,United States,Nevada,West,1874,NV,Public,Doctoral Universities: Very High Research Activity,17,23692,19231,22380280,92,88
185,College of New Jersey,NJ,8943,Suburban,114200,-74.783122,40.271116,http://tcnj.edu,609-771-1855,Ewing,United States,New Jersey,Northeast,1855,NJ,Public,Masters Colleges & Universities: Larger Programs,13,8943,7596,8833028,82,51
186,Elon University,NC,7424,Suburban,105200,-79.503422,36.10477,http://www.elon.edu,(336)278-2000,Elon,United States,North Carolina,South,1889,NC,Private not-for-profit,Doctoral/Professional Universities,13,7424,6458,14736683,73,68
187,Pitzer College,CA,1111,Suburban,112500,-117.707094,34.103376,http://www.pitzer.edu,909.621.8129,Claremont,United States,California,West,1963,CA,Private not-for-profit,Baccalaureate Colleges: Arts & Sciences Focus,9,1111,1111,4513364,40,36
188,Worcester Polytechnic Institute,MA,7654,Urban,151200,-71.80784,42.272658,http://www.wpi.edu,508-831-5000,Worcester,United States,Massachusetts,Northeast,1865,MA,Private not-for-profit,Doctoral Universities: High Research Activity,13,7654,5165,28031500,100,99
189,University of Arkansas,AR,30137,Urban,108700,-94.157914,36.063205,http://www.uark.edu,479-575-2000,Fayetteville,United States,Arkansas,South,1871,AR,Public,Doctoral Universities: Very High Research Activity,19,30137,24838,21855127,87,84
190,University of Portland,OR,4766,Urban,117300,-122.725002,45.57463,http://www.up.edu,503-943-8000,Portland,United States,Oregon,West,1901,OR,Private not-for-profit,Masters Colleges & Universities: Medium Programs,11,4766,4087,26890105,99,99
191,Washington State University,WA,35394,Rural,114500,-117.181494,46.730155,http://www.wsu.edu,509-335-3564,Pullman,United States,Washington,West,1890,WA,Public,Doctoral Universities: Very High Research Activity,16,35394,28930,38822168,92,87
192,University of Dayton,OH,12544,Urban,117800,-84.180241,39.740535,http://www.udayton.edu,937-229-1000,Dayton,United States,Ohio,Midwest,1850,OH,Private not-for-profit,Doctoral Universities: High Research Activity,15,12544,8750,54876592,97,95
194,Connecticut College,CT,1928,Urban,120700,-72.10371,41.378681,http://www.conncoll.edu,(860) 447-1911,New London,United States,Connecticut,Northeast,1911,CT,Private not-for-profit,Baccalaureate Colleges: Arts & Sciences Focus,9,1928,1928,16751060,98,97
195,Creighton University,NE,10225,Urban,107300,-95.947074,41.264826,http://www.creighton.edu,402.280.2700,Omaha,United States,Nebraska,Midwest,1878,NE,Private not-for-profit,Doctoral/Professional Universities,12,10225,4876,25779810,100,100
196,Mount Holyoke College,MA,2504,Suburban,111100,-72.57628,42.256627,http://https://www.mtholyoke.edu,413-538-2000,South Hadley,United States,Massachusetts,Northeast,1837,MA,Private not-for-profit,Baccalaureate Colleges: Arts & Sciences Focus,9,2504,2326,13827541,74,72
197,University of San Francisco,CA,12171,Urban,123900,-122.451859,37.775128,http://www.usfca.edu,(415) 422-5555,San Francisco,United States,California,West,1855,CA,Private not-for-profit,Doctoral/Professional Universities,12,12171,7173,30904033,90,90
198,"University of Massachusetts, Amherst",MA,35781,Suburban,114500,-72.522839,42.385848,http://www.umass.edu,(413) 545-0111,Amherst,United States,Massachusetts,Northeast,1863,MA,Public,Doctoral Universities: Very High Research Activity,17,35781,27365,50268332,90,81
199,Whitman College,WA,1677,Urban,127300,-118.329646,46.070353,http://www.whitman.edu,(509) 527-5111,Walla Walla,United States,Washington,West,1882,WA,Private not-for-profit,Baccalaureate Colleges: Arts & Sciences Focus,8,1677,1677,11606520,91,89
200,University of Kentucky,KY,32756,Urban,104400,-84.500319,38.048595,http://www.uky.edu,(859) 257-9000,Lexington,United States,Kentucky,South,1865,KY,Public,Doctoral Universities: Very High Research Activity,16,32756,24633,57761910,95,93
201,DePauw University,IN,1998,Rural,124600,-86.861129,39.643995,http://www.depauw.edu,765-658-4800,Greencastle,United States,Indiana,Midwest,1837,IN,Private not-for-profit,Baccalaureate Colleges: Arts & Sciences Focus,8,1998,1998,15366897,99,99
202,Macalester College,MN,2118,Urban,111900,-93.167996,44.940082,http://www.macalester.edu,(651) 696-6000,St. Paul,United States,Minnesota,Midwest,1874,MN,Private not-for-profit,Baccalaureate Colleges: Arts & Sciences Focus,10,2118,2118,15001428,85,84
203,Saint Louis University,MO,14756,Urban,109100,-90.233777,38.634531,http://www.slu.edu,(800) 758-3678,St. Louis,United States,Missouri,Midwest,1818,MO,Private not-for-profit,Doctoral Universities: High Research Activity,9,14756,9802,64544919,98,98
204,"CUNY, Brooklyn College",NY,21566,Urban,108000,-73.952666,40.631798,http://www.brooklyn.cuny.edu,(718) 951-5000,Brooklyn,United States,New York,Northeast,1930,NY,Public,Masters Colleges & Universities: Larger Programs,17,21566,17946,16268086,91,91
205,Temple University,PA,42075,Urban,102900,-75.162369,39.95227,http://www.temple.edu,215-204-8561,Philadelphia,United States,Pennsylvania,Northeast,1884,PA,Public,Doctoral Universities: Very High Research Activity,13,42075,30861,47265447,91,86
206,The Citadel,SC,4409,Urban,123400,-79.957841,32.796892,http://www.citadel.edu/root,843-225-3294,Charleston,United States,South Carolina,South,1842,SC,Public,Masters Colleges & Universities: Larger Programs,12,4409,3243,6165967,88,79
207,Oberlin College,OH,3057,Rural,110600,-82.217354,41.292925,http://www.oberlin.edu,(440) 775-8121,Oberlin,United States,Ohio,Midwest,1833,OH,Private not-for-profit,Baccalaureate Colleges: Arts & Sciences Focus,9,3057,3038,23308919,87,85
208,Rhode Island School of Design,RI,2557,Urban,108100,-71.409601,41.82509,http://www.risd.edu,401-454-6100, Providence,United States,Rhode Island,Northeast,1877,RI,Private not-for-profit,"Special Focus Four-Year: Arts, Music & Design Schools",9,2557,2041,5146274,42,33
209,University of Pittsburgh,PA,35563,Urban,110700,-79.997459,40.438335,http://www.pitt.edu,412-624-4141,Pittsburgh,United States,Pennsylvania,Northeast,1787,PA,Public,Doctoral Universities: Very High Research Activity,14,35563,24935,34485031,78,63
210,Gettysburg College,PA,2638,Urban,127600,-77.233389,39.835319,http://www.gettysburg.edu,(717) 337-6300,Gettysburg,United States,Pennsylvania,Northeast,1832,PA,Private not-for-profit,Baccalaureate Colleges: Arts & Sciences Focus,10,2638,2638,22569847,92,90
211,"California State University, Sacramento",CA,35953,Urban,109800,-121.427322,38.567262,http://www.csus.edu,(916) 278 - 6011,Sacramento,United States,California,West,1947,CA,Public,Masters Colleges & Universities: Larger Programs,26,35953,32212,32637412,85,80
212,"California State University, Chico",CA,18664,Urban,116600,-121.844015,39.729094,http://www.csuchico.edu,(530) 898-4636,Chico,United States,California,West,1887,CA,Public,Masters Colleges & Universities: Larger Programs,25,18664,17604,14608874,74,65
213,Towson University,MD,25370,Urban,103700,-76.604469,39.39292,http://www.towson.edu,410-704-2000,Towson,United States,Maryland,Northeast,1866,MD,Public,Doctoral/Professional Universities,16,25370,21684,16938356,82,60
214,"Colorado State University, Fort Collins",CO,37806,Urban,108100,-105.079947,40.575891,http://www.colostate.edu,(970) 491-6444,Fort Collins,United States,Colorado,West,1870,CO,Public,Doctoral Universities: Very High Research Activity,16,37806,28641,32175829,81,67
215,University of Cincinnati,OH,46140,Urban,107000,-84.561384,39.125645,http://www.uc.edu,(513) 556-1000,Cincinnati,United States,Ohio,Midwest,1819,OH,Public,Doctoral Universities: Very High Research Activity,19,46140,32766,25238162,93,91
216,St. Olaf College,MN,3149,Rural,116800,-93.180324,44.460376,http://wp.stolaf.edu,507-786-2222,Northfield,United States,Minnesota,Midwest,1874,MN,Private not-for-profit,Baccalaureate Colleges: Arts & Sciences Focus,12,3149,3149,27998697,99,99
217,Rochester Institute of Technology,NY,18231,Suburban,115200,-77.674439,43.084675,http://www.rit.edu,(585) 475-2411,Rochester,United States,New York,Northeast,1829,NY,Private not-for-profit,Doctoral Universities: High Research Activity,13,18231,14744,65479856,99,98
218,Gonzaga University,WA,8397,Urban,122700,-117.403205,47.66853,http://www.gonzaga.edu,(800) 986.9585,Spokane,United States,Washington,West,1887,WA,Private not-for-profit,Doctoral/Professional Universities,11,8397,5413,31079162,100,100
219,Western Washington University,WA,17883,Urban,112800,-122.471219,48.75235,http://www.wwu.edu,360.650.3000,Bellingham,United States,Washington,West,1893,WA,Public,Masters Colleges & Universities: Larger Programs,18,17883,16791,16930172,87,80
220,Florida Atlantic University,FL,37930,Urban,99800,-80.089004,26.35049,http://www.fau.edu,(561) 297-3040,Boca Raton,United States,Florida,South,1964,FL,Public,Doctoral Universities: High Research Activity,22,37930,31632,27162923,87,82
221,"University of Hawaii, Manoa",HI,20702,Urban,101200,-157.820047,21.299373,http://manoa.hawaii.edu,808-956-8111,Honolulu,United States,Hawaii,West,1907,HI,Public,Doctoral Universities: Very High Research Activity,13,20702,15160,9586881,72,61
224,Clarkson University,NY,4697,Rural,146900,-74.994059,44.666965,http://www.clarkson.edu,315-268-6400,Potsdam,United States,New York,Northeast,1896,NY,Private not-for-profit,Doctoral Universities: High Research Activity,13,4697,3193,30788988,100,100
225,Seattle University,WA,8023,Urban,129000,-122.316778,47.610502,http://www.seattleu.edu/default.aspx,1-206-296-6000,Seattle,United States,Washington,West,1898,WA,Private not-for-profit,Doctoral/Professional Universities,10,8023,5086,23878727,98,97
226,Stevens Institute of Technology,NJ,8158,Suburban,154300,-74.027331,40.741961,http://www.stevens.edu/sit,201-216-5000,Hoboken,United States,New Jersey,Northeast,1870,NJ,Private not-for-profit,Doctoral Universities: High Research Activity,12,8158,3753,29076665,99,99
227,Reed College,OR,1562,Urban,125900,-122.630383,45.4792,http://www.reed.edu,(503) 771-1112,Portland,United States,Oregon,West,1908,OR,Private not-for-profit,Baccalaureate Colleges: Arts & Sciences Focus,9,1562,1537,9154498,60,56
228,Loyola University Chicago,IL,19692,Urban,113900,-87.657347,41.998266,http://www.luc.edu,773.274.3000,Chicago,United States,Illinois,Midwest,1870,IL,Private not-for-profit,Doctoral Universities: High Research Activity,14,19692,13878,60213922,99,98
229,Manhattan College,NY,4322,Urban,139000,-73.906976,40.900199,http://www.manhattan.edu,718-862-8000,Riverdale,United States,New York,Northeast,1853,NY,Private not-for-profit,Masters Colleges & Universities: Larger Programs,11,4322,3661,24158670,100,100
230,"California State University, East Bay",CA,18717,Suburban,112100,-122.0326019,37.6561165,http://www.csueastbay.edu,510-885-3000,Hayward,United States,California,West,1957,CA,Public,Masters Colleges & Universities: Larger Programs,26,18717,15329,10704095,85,80
232,Chapman University,CA,10654,Urban,108000,-117.85221,33.793282,http://www.chapman.edu,(714) 997-6815,Orange,United States,California,West,1861,CA,Private not-for-profit,Doctoral Universities: High Research Activity,12,10654,7988,44650554,89,85
233,Virginia Commonwealth University,VA,32628,Urban,96100,-77.452545,37.549316,http://www.vcu.edu,804-828-0100,Richmond,United States,Virginia,South,1838,VA,Public,Doctoral Universities: Very High Research Activity,18,32628,24766,40918621,83,73
234,Missouri University of Science and Technology,MO,8618,Rural,132000,-76.0761959,42.1216594,http://www.mst.edu,1-800-522-0938,Rolla,United States,Missouri,Midwest,1870,MO,Public,Doctoral Universities: High Research Activity,19,8618,6629,12477615,99,97
235,Michigan Technological University,MI,7786,Rural,124400,-88.551421,47.119024,http://www.mtu.edu,906-487-1885,Houghton,United States,Michigan,Midwest,1885,MI,Public,Doctoral Universities: High Research Activity,13,7786,6296,17892362,99,99
236,"California State University, Stanislaus",CA,12213,Suburban,103100,-120.8613785,37.5359468,http://www.csustan.edu,(209) 667-3122,Turlock,United States,California,West,1957,CA,Public,Masters Colleges & Universities: Larger Programs,22,12213,10762,13384037,92,88
237,Truman State University,MO,5637,Rural,100400,-92.571994,40.19426,http://www.truman.edu,660-785-4000,Kirksville,United States,Missouri,Midwest,1867,MO,Public,Masters Colleges & Universities: Medium Programs,14,5637,5210,8645601,100,100
238,Wheaton College (IL),IL,3416,Suburban,114500,-88.099307,41.867246,http://www.wheaton.edu,(630) 752-5000,Wheaton,United States,Illinois,Midwest,1860,IL,Private not-for-profit,Baccalaureate Colleges: Arts & Sciences Focus,10,3416,2654,12477403,94,85
239,St. Lawrence University,NY,2554,Rural,125300,-75.160103,44.59322,http://www.stlawu.edu,315-229-5011,Canton,United States,New York,Northeast,1856,NY,Private not-for-profit,Baccalaureate Colleges: Arts & Sciences Focus,10,2554,2490,24216619,97,97
240,Miami University (OH),OH,21667,Rural,120800,-84.734273,39.510375,http://miamioh.edu,513-529-1809,Oxford,United States,Ohio,Midwest,1809,OH,Public,Doctoral Universities: High Research Activity,16,21667,18113,47334164,90,82
241,University of Rhode Island,RI,21108,Suburban,110800,-71.52169,41.479999,http://www.uri.edu,401.874.1000,Kingston,United States,Rhode Island,Northeast,1892,RI,Public,Doctoral Universities: High Research Activity,17,21108,17724,34449621,98,90
242,Fairfield University,CT,6004,Suburban,135300,-73.254435,41.161872,http://www.fairfield.edu,203-254-4000,Fairfield,United States,Connecticut,Northeast,1942,CT,Private not-for-profit,Masters Colleges & Universities: Larger Programs,12,6004,4678,26634025,97,95
243,Drake University,IA,5504,Urban,115100,-93.651109,41.60037,http://www.drake.edu,515-271-2011,Des Moines,United States,Iowa,Midwest,1881,IA,Private not-for-profit,Doctoral/Professional Universities,10,5504,3071,21431169,100,100
